permitnumber,address,typeofwork,commercialorresidential,occupancytype,approvedscopeofwork,permitissuedate,lng,lat
RP-2020-004933,2324 N 9TH ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"3-story attached duplex, with cellar, pilot house and roof deck. details as per plan.",2020-09-29 04:00:00+00,-75.14743869962881,39.98760155057698
RP-2021-008613,3014 W OXFORD ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR THE ERECTION OF A THREE (3) STORY ATTACHED STRUCTURE WITH A ROOF DECK, AND ROOF DECK ACCESS STRUCTURE FOR USE AS A SINGLE-FAMILY HOUSEHOLD LIVING. BUILDING TO BE FULLY SPRINKLERED PER NFPA 13D MIN AUTOMATIC SPRINKLER SYSTEM. ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH IRC 2015.  SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION WORK. PROTECTION OF PEDESTRIANS, PUBLIC RIGHT-OF-WAY, AND ADJACENT PROPERTIES REQUIRED AT ALL TIMES DURING CONSTRUCTION.",2021-08-27 04:00:00+00,-75.18438069038088,39.9804448306512
EP-2023-010515,3608 MELON ST,New Construction,Commercial,,"INSTALL 400AMP SERVICE, WIRING THROUGHOUT, INSTALL LIGHT FIXTURES, OUTLETS, SWITCHES, 110V INTERCONNECTED SMOKE ALARMS, GROUNDING, FIRE ALARM . ALL WORK IS TO BE DONE ACCORDING TO APPROVED DRAWINGS-2017 NEC,2016 NFPA-72,2018 PHILA FIRE CODE.",2023-11-28 05:00:00+00,-75.19532704983608,39.965214311314746
MP-2020-005658,2001 BEACH ST,New Construction,Residential,,"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER 13R WORK. (NO UNDERPINNING ON THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY. RP-2020-003735 (MASTER PLAN)",2021-09-10 04:00:00+00,-75.11693210992816,39.971272101012175
RP-2020-016485,2029 N RANDOLPH ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR THE ERECTION OF AN ATTACHED LIGHT-FRAMED STRUCTURE TO INCLUDE EGRESS WINDOW WELLS, ENGINEERED BRACING CONFIGURATION (INCLUDING PORTAL FRAME BRACING), ROOF DECK, ACCESS PILOT HOUSE, RATED EXTERIOR WALL ASSEMBLIES, BATT AND SPRAY-FOAM INSULATION INSTALLATION. (IRC 2015) **SEPARATE PERMITS TO BE REQUIRED FOR ELECTRICAL, PLUMBING, MECHANICAL, AND FIRE SUPPRESSION SYSTEM INSTALLATIONS.**",2021-04-06 04:00:00+00,-75.14302898044767,39.9822750810677
PP-2023-017178,4030 POWELTON AVE,New Construction or Additions,Commercial,,"INSTALL MD, CT, FAI, & 2"" WDP.",2023-12-26 05:00:00+00,-75.20329757967073,39.958845161335596
RP-2021-008840,1814 N 4TH ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEOTECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (13D) WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IRC. PRIOR TO ISSUANCE OF C/O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.,2022-07-15 04:00:00+00,-75.14143793970176,39.97857238098796
CP-2025-004046,4234 OTTER ST,New Construction,Commercial,R-2 Residential (>2 Dwellings),"NEW CONSTRUCTION OF A THREE (3) STORY BUILDING WITH BASEMENT, PRIVATE ROOF DECK AND PILOT HOUSE FOR USE AS FOUR (4) DWELLING UNITS AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED PER NFPA 13. WORK TO INCLUDE UNDERPINNING TO BE MONITORED BY A PA LICENSED PE AT ALL TIMES. *2018 IBC REVIEW*
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**",2025-10-28 04:00:00+00,-75.20981293025245,39.97077168054052
EP-2023-012213,2234 MANTON ST,New Construction,Residential,,"INSTALL 200 AMP ELECTRICAL SERVICE WITH PROPER GROUNDING AND CIRCUIT BREAKER PANEL.   REWIRE HOUSE THROUGHOUT AND INSTALL LIGHTING, SWITCHES AND RECEPTACLE OUTLETS.  INSTALL INTERCONNECTED SMOKE ALARM ACCORDING TO THE 2017 NEC.",2023-12-29 05:00:00+00,-75.18135108956109,39.937391911350396
CP-2022-001972,2326-28 N 9TH ST,New Construction,Commercial,R-2 Residential (>2 Dwellings)|S-2 Storage (Low Hazard),"FOR THE ERECTION OF A FOUR STORY ATTACHED STRUCTURE WITH PARTIAL CELLAR WITH ROOF ACCESS STRUCTURE FOR ROOF MAINTENANCE PURPOSE ONLY (NO ROOF DECK). STRUCTUR FOR  USE AS A MULTI-FAMILY HOUSEHOLD LIVING THIRTEEN (13) DWELLING UNITS AND SIX (6) OFF STREET ACCESSORY CLASS 1A BICYCLE PARKING SPACES ON ACCESSIBLE ROUTES AND FOUR (4) ACCESSORY INTERIOR PARKING SPACES (INCLUDING 1 ADA SPACE)  ACCESS FROM REAR ARIZONA STREET. BUILDING IS FULLY SPRINKLERED IN ACCORDANCE WITH NFPA 13 AND STANDPIPES TO BE PROVIDED IN THE EXIT STAIRWAYS PER NFPA 14. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. **A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 11 FEET OF THE BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE 2018 IBC.**. FIRE WATCH IS REQUIRED ONCE COMBUSTIBLE CONSTRUCTION IS OVER 40 FEET IN HEIGHT, A SITE SAFETY PLAN SHALL BE SUBMITED TO BUILDING INSPECTOR PRIOR TO THE START OF ANY CONSTRUCTION.*** SEPARATE PERMIITS TO BE OBTAINED FOR ALL OTHER WORK.",2022-12-21 05:00:00+00,-75.14751024019249,39.98765928111267
MP-2021-007875,3231 MERCER ST,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2020-003857,2023-10-23 04:00:00+00,-75.10233635999083,39.98550836112527
MP-2024-001304,4050 CONSHOHOCKEN AVE,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2024-002624,2025-04-23 04:00:00+00,-75.21287778965673,40.001192930634005
1055889,323 LONEY ST,New Construction,Commercial,,"UPGRADE TO 200AMP SERVICE WITH 2-GANG METER AND NEW  SUB-PANEL WITH GENERAL LIGHTING 12-OUTLETS, 5-LIGHTING CIRCUITS WITH 4-HI-HATS ON 2ND FLOOR AND 20AMP & 30AMP FOR WASHER & DRYER IN LAUNDRY ROOM IN BASEMENT AS PER NEC 2017  ",2020-03-06 20:32:00+00,-75.08594001033408,40.07674845050516
PP-2022-015780,2733 INGRAM ST,New Construction or Additions,Residential,,Plumbing Permit (Water Distribution) for combo RP-2022-003835,2023-05-24 04:00:00+00,-75.18955713031737,39.93844120133343
MP-2024-000451,1515 N 25TH ST,New Construction,Commercial,,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK.",2024-04-24 04:00:00+00,-75.17541775018812,39.97892758109347
PP-2020-007916,1709 S 4TH ST,New Construction or Additions,Residential,,"INSTALL CURB TRAP FRESH AIR INLET, 1 1/2"" WATER DISTRIBUTION,
MAIN DRAIN PPC 2018",2020-09-03 04:00:00+00,-75.15225989961145,39.92675296062847
1042330,3447-49 CRESSON ST,New Construction,Commercial,,REPLACE 120/240V 20 CIRCUIT PANEL INSTALL GROUND RODS REPLACE THREE CEILING FANS REPLACE FOUR SURFACE MOUNTED LIGHT FIXTURES AS PER 2014 NEC  ,2020-01-22 14:59:00+00,-75.19545869999679,40.01264539073727
FP-2024-000179,2001 BEACH ST,New Construction,Residential,,FOR THE INSTALLATION OF A NFPA 13R FIRE SUPPRESSION SYSTEM FOR A TWO FAMILY DWELLING SERVICED BY A TWO INCH FIRE SERVICE LINE OFF OF A DEDICATED FIRE LOOP (BACKFLOW PREVENTER ASSEMBLY LOCATED WITHIN BUILDING 43) AS PER APPROVED PLANS.  ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. FIRE SUPPRESSION SYSTEM TO BE INSTALLED IN ACCORDANCE WITH NFPA 13R STANDARD.,2024-02-06 05:00:00+00,-75.11693210992816,39.971272101012175
FP-2024-001844,815 N 40TH ST,New Construction,Residential,,INSTALL NEW FIRE SUPPRESSION SYSTEM AND 1” COMBINED SERVICE IN ACCORDANCE WITH NFPA 13D THROUGHOUT THE ENTIRE BUILDING. ALL WORK SHALL COMPLY WITH THE APPROVED PLANS. ALL WORK SHALL BE PERFORMED BY A FIRE SUPPRESSION CONTRACTOR LICENSED BY THE CITY OF PHILADELPHIA.,2024-09-06 04:00:00+00,-75.20288906025965,39.96783407063148
RP-2021-013869,1244 S PEACH ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"For the erection of a new, three (3) story attached structure (w/roof deck and pilot house enclosing access stairs only) to be used as Group R-3 (SFD), as per plans; separate permits required for all MEP/FSP work; building to be fully sprinklered as per NFPA 13D throughout; if field conditions vary, contact design engineer prior to the start of any work; covered walkway or sidewalk closure shall be required within five (5) feet of the building facade in accordance with Section 3306 in the 2018 IBC (separate building and/or Streets Department permit required prior to start of any work); blower door testing shall be performed in accordance with ASTM E 779 or ASTM E 1827 by an approved third party agency.",2021-12-10 05:00:00+00,-75.22383727962716,39.941638031304265
MP-2021-005384,2604 REED ST,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2020-014776,2022-03-22 04:00:00+00,-75.18784451004713,39.935360111086595
EP-2023-007103,3143 W MONTGOMERY AVE,New Construction,Residential,,Electrical Permit for combo RP-2023-002909,2024-10-29 04:00:00+00,-75.18613679012118,39.984045610519246
EP-2024-011089,2001 RICHMOND ST,New Construction,Residential,,Electrical Permit for combo RP-2024-011930,2024-11-22 05:00:00+00,-75.12027705007287,39.969617450796896
EP-2020-008350,2001 BEACH ST,New Construction,Residential,,Electrical Permit for combo RP-2020-010858,2020-11-23 05:00:00+00,-75.11693210992816,39.971272101012175
EP-2022-001602,540 GERRITT ST,New Construction,Residential,,Install 200 amp main service. Install 40 circuit main breaker panel. Install all wiring throughout new construction Single family dwelling. Install Cable tv wiring as per 2014 nec,2022-04-04 04:00:00+00,-75.15452557041945,39.93063826076647
EP-2022-010638,1322 S CORLIES ST,New Construction,Residential,,Electrical Permit for combo RP-2022-009976,2023-04-24 04:00:00+00,-75.19442307978181,39.937099420560976
EP-2021-015606,444 W DAUPHIN ST,New Construction,Residential,,Install 200 amp main service. Install 40 circuit main breaker panel. Install all wiring throughout new construction Single family dwelling. Install Cable tv wiring as per 2014 nec,2021-12-27 05:00:00+00,-75.14126674022398,39.98583863130794
EP-2020-006999,2701 EARP ST,New Construction,Residential,,INSTALL 200A 120/240V 1 PH MAIN SERVICE. INSTALL 40 CIRCUIT MAIN BREAKER PANEL. INSTALL ALL WIRING THROUGHOUT SFD. INSTALL CABLE TV WIRING AS PER 2014 NEC,2020-09-08 04:00:00+00,-75.18915382971745,39.936219151366345
PP-2020-014745,2500 E TIOGA ST,New Construction or Additions,Residential,,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO (2) FAMILY HOUSEHOLD LIVING. BUILDING TO BE SPRINKERED IN ACCORDANCE WITH MINIMUM 13D SYSTEM.  PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.TOWNHOUSE #57- TYPE 3,2021-01-21 05:00:00+00,-75.09823219002979,39.990061931241826
1041900,2301 E ALLEGHENY AVE,New Construction,Commercial,,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANFACTURER'S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK.",2020-01-30 17:48:00+00,-75.10594166954233,39.989855441269825
1043028,853 N 22ND ST,New Construction,Commercial,,"200AMP SERVICE COMPLETE AND REPLACE SWITCHES, OUTLETS, LIGHT FIXTURES & 6-20AMP CKTS & 7-15AMP CKTS AS PER NEC 2014  ",2020-01-21 16:42:00+00,-75.17334181979496,39.970836340975005
EP-2021-007935,347 E GORGAS LN,New Construction,Residential,,Electrical Permit for combo RP-2021-009150,2023-08-08 04:00:00+00,-75.18265933038063,40.06026077079062
RP-2024-002616,4050 CONSHOHOCKEN AVE,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR THE ERECTION OF A FOUR (4) STORY LIGHT WOOD-FRAMED STRUCTURE OF TYPE V-B CONSTRUCTION WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE FOR USE AS TWO-FAMILY DWELLING (GROUP R-3) IN ACCORDANCE WITH 2018 IBC AND APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH A MINIMUM OF A NFPA 13R AUTOMATIC SPRINKLER SYSTEM. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION SYSTEMS INSTALLATION. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O.'s, SUBMITTAL OF AIR BARRIER CHECKLISTS AND ENVELOPE TESTING CERTIFICATES IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY. APPROVED PLANS AND DOCUMENTATION ON THE FOLLOWING APPLICATION: RP-2024-002553.",2024-03-28 04:00:00+00,-75.21287778965673,40.001192930634005
RP-2024-002781,4050 CONSHOHOCKEN AVE,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR THE ERECTION OF A FOUR (4) STORY LIGHT WOOD-FRAMED STRUCTURE OF TYPE V-B CONSTRUCTION WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE FOR USE AS TWO-FAMILY DWELLING (GROUP R-3) IN ACCORDANCE WITH 2018 IBC AND APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH A MINIMUM OF A NFPA 13R AUTOMATIC SPRINKLER SYSTEM. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION SYSTEMS INSTALLATION. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O.'s, SUBMITTAL OF AIR BARRIER CHECKLISTS AND ENVELOPE TESTING CERTIFICATES IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY. APPROVED PLANS AND DOCUMENTATION ON THE FOLLOWING APPLICATION: RP-2024-002553.",2024-03-28 04:00:00+00,-75.21287778965673,40.001192930634005
PP-2021-019584,813 N 40TH ST,New Construction or Additions,Commercial,,rough and finish plumbing for six unit apt  building interior only ,2021-10-26 04:00:00+00,-75.20288155974148,39.96779070097113
EP-2022-007988,2135 FERNON ST,New Construction,Residential,,"200 Amp Service, Meter, Panel & Rewire Throughout as per 2014 nec",2022-08-09 04:00:00+00,-75.1808526897308,39.93176671081675
RP-2023-013527,166-80 W BERKS ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER WORK. (NO UNDERPINNING ON THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. TO BE COMPLETED BY AN APPROVED PARTY. SEPERATE PERMIT REQUIRED FOR EXCAVATION. ",2025-02-28 05:00:00+00,-75.13620733038395,39.97868814136828
EP-2024-001729,8201 SHAWNEE ST,New Construction,Residential,,"INSTALL 200 AMP ELECTRICAL SERVICE WITH PROPER GROUNDING AND CIRCUIT BREAKER PANEL.   REWIRE HOUSE THROUGHOUT AND INSTALL LIGHTING, SWITCHES AND RECEPTACLE OUTLETS.  INSTALL INTERCONNECTED SMOKE ALARM ACCORDING TO THE 2017 NEC.",2024-03-11 04:00:00+00,-75.20363848041728,40.07245033069437
RP-2025-009200,1600 E BERKS ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN EXCAVATION PLAN/PERMIT AND GEO-TECH REPORT WITH SPECIAL INSPECTIONS.  SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER (13D) WORK. (NO UNDERPINNING ON THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.",2025-10-31 04:00:00+00,,
PP-2021-024723,936 S BONSALL ST,New Construction or Additions,Residential,,Plumbing Permit (Interior) for combo RP-2021-015207,2024-09-06 04:00:00+00,-75.18177832029963,39.94105726070031
PP-2021-001284,2421-27 MASCHER ST,New Construction or Additions,Commercial,,"2"" water service, storm & sanitary curb traps, fresh air inlets & main drains ",2021-01-25 05:00:00+00,-75.1334700199936,39.98720396054343
MP-2022-003811,6606 LANSDOWNE AVE,New Construction,Commercial,,"FOR THE INSTALLATION OF A NEW HVAC SYSTEM TO INCLUDE APPLIANCES, GRDs, EXHAUST SYSTEMS, AND ASSOCIATED DUCTWORK AND FUEL GAS PIPING SYSTEM. ALL WORK TO BE DONE PER APPROVED PLANS AND IN ACCORDANCE WITH 2018 IMC AND 2018 IFGC. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTURER SPECIFICATIONS. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK. IF SITE CONDITIONS VARY, CONTACT DESIGN ENGINEER PRIOR TO START OF WORK. SEE CP-2021-004608 FOR ASSOCIATED BUILDING PERMIT.",2022-08-25 04:00:00+00,-75.25219028986444,39.97438078063902
1040034,900 N 48TH ST,New Construction,Commercial,R-2 Residential (>2 Dwellings),FOR ERECTION OF AN ATTACHED BUILDING TO BE USED AS MULTI-FAMILY (4 DWELLING UNITS) HOUSEHOLD LIVING. BUILDING TO BE FULLY SPRINKLERED. SEPARATE PERMITS REQUIRED FOR MEPS WORK.,2020-01-29 17:39:00+00,-75.21727300988653,39.969047610898166
EP-2021-000554,9418 BUSTLETON AVE,New Construction,Commercial,,INSTALL  OUTDOOR TEMPORARY 100- AMP  SERVICE AND GROUNDING SYSTEM AND INSTALL 6- GFI OUTLETS ON WOOD POST AS PER 2017 NEC,2021-12-28 05:00:00+00,-75.03801007971414,40.085289831228664
PP-2025-012364,1412 N 17TH ST,New Construction or Additions,Commercial,,"AMENDED 10.15.2025
INCLUDE SANITARY & STORM CT, FAI & MD.

8"" trap, fresh air inlet and main drain
2"" domestic water service",2025-10-01 04:00:00+00,,
RP-2021-015515,1309 W CLEARFIELD ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"NEW CONSTRUCTION OF A THREE (3) STORY TWO-FAMILY DWELLING AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13D.    
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**

AMENDMENT ISSUED ON 8/19/2022 TO REMOVE ROOF DECK AND ROOF DECK ACCESS STRUCTURE, UPDATE INTERIOR LAYOUT AND ADD HELICAL PILES TO SPECIAL INSPECTION.",2021-12-06 05:00:00+00,-75.15136617944454,39.99991037086218
1054156,2010 W GIRARD AVE,New Construction,Commercial,R-2 Residential (>2 Dwellings),"FOR THE ERECTION OF A FOUR (4) STORY ATTACHED STRUCTURE WITH ROOF DECK AS PER APPROVED PLANS. FOR USE AS EIGHT (8) DWELLING UNITS. STRUCTURE TO BE FULLY SPRINKLERED IN ACCORDANCE WITH NFPA 13. **SEPARATE PERMITS REQUIRED FOR MEP AND FIRE SUPPRESSION WORK.**  **2018 IBC**

AMENDMENT TO CHANGE ASSEMBLIES AND MINOR MODIFICATIONS AS PER APPROVED PLANS.  ",2020-10-05 04:00:00+00,-75.16968326055925,39.97257715127006
1050414,1835 MARKET ST,New Construction,Commercial,,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH MANUFACTUER'S SPECIFICATIONS. ALL WORK TO BE DONE PER APPROVED  PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR ALL OTHER WORK.",2020-02-28 14:10:00+00,-75.17106331041363,39.95370218050102
FP-2024-002456,4122 PENNSGROVE ST,New Construction,Commercial,,"FOR THE INSTALLATION OF A NEW FIRE SUPPRESSION SYSTEM COMPLYING WITH NFPA 13 THROUGHOUT AN EXISTING STRUCTURE. INSTALLATION TO INCLUDE 2"" FIRE SERVICE LINE AND 2."" DC WILKINS 950 XLT2 BACKFLOW PREVENTION ASSEMBLY AS PER APPROVED PLANS. **ALL WORK SHALL BE PERFORMED BY A FIRE SUPPRESSION CONTRACTOR LICENSED BY THE CITY OF PHILADELPHIA.**",2024-11-27 05:00:00+00,-75.20663874975325,39.9707005606058
FP-2020-002300,1550 S CAPITOL ST,New Construction,Residential,,"FOR THE INSTALLATION OF A FIRE SUPPRESSION SYSTEM IN ACCORDANCE WITN NFPA 13D, WITH A ONE-INCH COMBINED FIRE SERVICE LINE, AS PER APPROVED PLANS.  ALL WORK SHALL BE PERFORMED BY A FIRE SUPPRESSION CONTRACTOR LICENSED BY THE CITY OF PHILADELPHIA.",2020-12-07 05:00:00+00,-75.17898680001528,39.932056680663
1055972,1239 S 18TH ST,New Construction,Commercial,R-3 Residential (1 or 2 Dwellings),"For the erection of a three (3) story structure with roof deck and roof deck access structure; for use as two family dwelling at the 2nd and 3rd floor and a vacant commercial space at the 1st floor (U&O and C/O Req’d prior to occupancy). Entire building to be sprinklered per NFPA 13 (exterior wall openings). Separate permit required for MEP and fire suppression work. Work to include underpinning which is to be inspected continuously.",2020-06-23 04:00:00+00,-75.17364677975118,39.935473101369595
MP-2021-009118,19 VALLEY VIEW RD,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2021-008363,2022-05-17 04:00:00+00,-75.21787775052687,40.079138060881554
RP-2021-000161,3209 LATONA ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"NEW CONSTRUCTION OF A THREE (3) STORY SINGLE-FAMILY DWELLING (IRC 2015 TOWNHOUSE CONSTRUCTION) WITH ROOF DECK AND PILOTHOUSE (FOR ACCESS TO ROOF DECK ONLY) AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13D.    
**SEPARATE PERMITS REQUIRED FOR FIRE SUPPRESSION WORK**",2021-12-30 05:00:00+00,-75.19692342953186,39.938533410738316
PP-2024-015410,2515 SALMON ST,New Construction or Additions,Residential,,Plumbing Permit (Water Distribution) for combo RP-2024-009314,2025-06-23 04:00:00+00,-75.11780319051049,39.97506879107994
